source_file,compiler,ir,ir_flags,asm,asm_flags
  %9 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([4 x i8], [4 x i8]* @.str, i64 0, i64 0), i32 %8), !dbg !39
  ret i32 0, !dbg !40
}

attributes #0 = { noinline optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #2 = { noinline norecurse optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
henry():                              # @henry()
        push    rbp
        mov     rbp, rsp
        mov     esi, dword ptr [henry()::fred]
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     ecx, dword ptr [henry()::fred]
        add     ecx, 1
        mov     dword ptr [henry()::fred], ecx
        pop     rbp
        ret
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 32
        mov     dword ptr [rbp - 4], 0
        mov     esi, dword ptr [fred]
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     dword ptr [rbp - 8], eax # 4-byte Spill
        call    henry()
        call    henry()
        call    henry()
        call    henry()
        mov     esi, dword ptr [fred]
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        mov     dword ptr [fred], 8901
        mov     dword ptr [_ZL3joe], 2345
        mov     esi, dword ptr [fred]
        movabs  rdi, offset .L.str
        mov     dword ptr [rbp - 12], eax # 4-byte Spill
        mov     al, 0
        call    printf
        mov     esi, dword ptr [_ZL3joe]
        movabs  rdi, offset .L.str
        mov     dword ptr [rbp - 16], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     ecx, ecx
        mov     dword ptr [rbp - 20], eax # 4-byte Spill
        mov     eax, ecx
        add     rsp, 32
        pop     rbp
        ret
henry()::fred:
        .long   4567                    # 0x11d7

.L.str:
        .asciz  ""%d\n""

fred:
        .long   1234                    # 0x4d2

",-Wall
source\00198.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@.str = private unnamed_addr constant [6 x i8] c""a=%d\0A\00"", align 1
@.str.1 = private unnamed_addr constant [6 x i8] c""b=%d\0A\00"", align 1
@.str.2 = private unnamed_addr constant [6 x i8] c""c=%d\0A\00"", align 1
@.str.3 = private unnamed_addr constant [6 x i8] c""e=%d\0A\00"", align 1
@.str.4 = private unnamed_addr constant [6 x i8] c""f=%d\0A\00"", align 1
@.str.5 = private unnamed_addr constant [6 x i8] c""g=%d\0A\00"", align 1
@.str.6 = private unnamed_addr constant [6 x i8] c""i=%d\0A\00"", align 1
@.str.7 = private unnamed_addr constant [6 x i8] c""j=%d\0A\00"", align 1
@.str.8 = private unnamed_addr constant [6 x i8] c""k=%d\0A\00"", align 1

define dso_local i32 @main() #0 !dbg !11 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  %3 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str, i64 0, i64 0), i32 0), !dbg !29
  %4 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.1, i64 0, i64 0), i32 1), !dbg !30
  %5 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.2, i64 0, i64 0), i32 2), !dbg !31
  call void @llvm.dbg.declare(metadata i32* %2, metadata !32, metadata !DIExpression()), !dbg !33
  %6 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.3, i64 0, i64 0), i32 0), !dbg !34
  %7 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.4, i64 0, i64 0), i32 1), !dbg !35
  %8 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.5, i64 0, i64 0), i32 2), !dbg !36
  %9 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.6, i64 0, i64 0), i32 0), !dbg !37
  %10 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.7, i64 0, i64 0), i32 1), !dbg !38
  %11 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.8, i64 0, i64 0), i32 2), !dbg !39
  ret i32 0, !dbg !40
}

declare dso_local i32 @printf(i8*, ...) #1

declare void @llvm.dbg.declare(metadata, metadata, metadata) #2

attributes #0 = { noinline norecurse optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #2 = { nounwind readnone speculatable willreturn }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 48
        xor     esi, esi
        mov     dword ptr [rbp - 4], 0
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.1
        mov     esi, 1
        mov     dword ptr [rbp - 12], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.2
        mov     esi, 2
        mov     dword ptr [rbp - 16], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     esi, esi
        movabs  rdi, offset .L.str.3
        mov     dword ptr [rbp - 20], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.4
        mov     esi, 1
        mov     dword ptr [rbp - 24], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.5
        mov     esi, 2
        mov     dword ptr [rbp - 28], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     esi, esi
        movabs  rdi, offset .L.str.6
        mov     dword ptr [rbp - 32], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.7
        mov     esi, 1
        mov     dword ptr [rbp - 36], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.8
        mov     esi, 2
        mov     dword ptr [rbp - 40], eax # 4-byte Spill
        mov     al, 0
        call    printf
        xor     ecx, ecx
        mov     dword ptr [rbp - 44], eax # 4-byte Spill
        mov     eax, ecx
        add     rsp, 48
        pop     rbp
        ret
.L.str:
        .asciz  ""a=%d\n""

.L.str.1:
        .asciz  ""b=%d\n""

.L.str.2:
        .asciz  ""c=%d\n""

.L.str.3:
        .asciz  ""e=%d\n""

.L.str.4:
        .asciz  ""f=%d\n""

.L.str.5:
        .asciz  ""g=%d\n""

.L.str.6:
        .asciz  ""i=%d\n""

.L.str.7:
        .asciz  ""j=%d\n""

.L.str.8:
        .asciz  ""k=%d\n""

Standard error:
[1m<source>:11:14: [0m[0;1;35mwarning: [0m[1munused variable 'd' [-Wunused-variable][0m
   enum fred d;
[0;1;32m             ^
[0m[1m<source>:13:29: [0m[0;1;35mwarning: [0m[1munused typedef 'h' [-Wunused-local-typedef][0m
   typedef enum { e, f, g } h;
[0;1;32m                            ^
[0m[1m<source>:14:29: [0m[0;1;35mwarning: [0m[1munused typedef 'm' [-Wunused-local-typedef][0m
   typedef enum { i, j, k } m;
[0;1;32m                            ^
[0m3 warnings generated.
",-Wall
source\00199.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@.str = private unnamed_addr constant [11 x i8] c""In fred()\0A\00"", align 1
@.str.1 = private unnamed_addr constant [8 x i8] c""At end\0A\00"", align 1
@.str.2 = private unnamed_addr constant [10 x i8] c""In joe()\0A\00"", align 1
@.str.3 = private unnamed_addr constant [8 x i8] c""c = %d\0A\00"", align 1
@.str.4 = private unnamed_addr constant [6 x i8] c""done\0A\00"", align 1
@.str.5 = private unnamed_addr constant [12 x i8] c""In henry()\0A\00"", align 1
@.str.6 = private unnamed_addr constant [8 x i8] c""b = %d\0A\00"", align 1

define dso_local void @fred()() #0 !dbg !7 {
  %1 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([11 x i8], [11 x i8]* @.str, i64 0, i64 0)), !dbg !11
  br label %2, !dbg !12

2:
  call void @llvm.dbg.label(metadata !13), !dbg !14
  %3 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.1, i64 0, i64 0)), !dbg !15
  ret void, !dbg !16
}

declare dso_local i32 @printf(i8*, ...) #1

declare void @llvm.dbg.label(metadata) #2

define dso_local void @joe()() #0 !dbg !17 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  call void @llvm.dbg.declare(metadata i32* %1, metadata !18, metadata !DIExpression()), !dbg !20
  store i32 5678, i32* %1, align 4, !dbg !20
  %3 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([10 x i8], [10 x i8]* @.str.2, i64 0, i64 0)), !dbg !21
  call void @llvm.dbg.declare(metadata i32* %2, metadata !22, metadata !DIExpression()), !dbg !24
  store i32 1234, i32* %2, align 4, !dbg !24
  %4 = load i32, i32* %2, align 4, !dbg !25
  %5 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.3, i64 0, i64 0), i32 %4), !dbg !26
  br label %6, !dbg !27

6:
  call void @llvm.dbg.label(metadata !28), !dbg !29
  %7 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.4, i64 0, i64 0)), !dbg !30
  ret void, !dbg !31
}

declare void @llvm.dbg.declare(metadata, metadata, metadata) #2

define dso_local void @henry()() #0 !dbg !32 {
  %1 = alloca i32, align 4
  %2 = alloca i32, align 4
  call void @llvm.dbg.declare(metadata i32* %1, metadata !33, metadata !DIExpression()), !dbg !34
  %3 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([12 x i8], [12 x i8]* @.str.5, i64 0, i64 0)), !dbg !35
  br label %4, !dbg !36

4:
  call void @llvm.dbg.label(metadata !37), !dbg !39
  store i32 1234, i32* %2, align 4, !dbg !40
  %5 = load i32, i32* %2, align 4, !dbg !41
  %6 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.6, i64 0, i64 0), i32 %5), !dbg !42
  %7 = call i32 (i8*, ...) @printf(i8* getelementptr inbounds ([6 x i8], [6 x i8]* @.str.4, i64 0, i64 0)), !dbg !43
  ret void, !dbg !44
}

define dso_local i32 @main() #3 !dbg !45 {
  %1 = alloca i32, align 4
  store i32 0, i32* %1, align 4
  call void @fred()(), !dbg !48
  call void @joe()(), !dbg !49
  call void @henry()(), !dbg !50
  ret i32 0, !dbg !51
}

attributes #0 = { noinline optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #1 = { ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""no-infs-fp-math""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }
attributes #2 = { nounwind readnone speculatable willreturn }
attributes #3 = { noinline norecurse optnone uwtable ""correctly-rounded-divide-sqrt-fp-math""=""false"" ""disable-tail-calls""=""false"" ""frame-pointer""=""all"" ""less-precise-fpmad""=""false"" ""min-legal-vector-width""=""0"" ""no-infs-fp-math""=""false"" ""no-jump-tables""=""false"" ""no-nans-fp-math""=""false"" ""no-signed-zeros-fp-math""=""false"" ""no-trapping-math""=""false"" ""stack-protector-buffer-size""=""8"" ""target-cpu""=""x86-64"" ""target-features""=""+cx8,+fxsr,+mmx,+sse,+sse2,+x87"" ""unsafe-fp-math""=""false"" ""use-soft-float""=""false"" }

",-emit-llvm,"# Compilation provided by Compiler Explorer at https://godbolt.org/
fred():                               # @fred()
        push    rbp
        mov     rbp, rsp
        movabs  rdi, offset .L.str
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.1
        mov     al, 0
        call    printf
        pop     rbp
        ret
joe():                                # @joe()
        push    rbp
        mov     rbp, rsp
        sub     rsp, 16
        mov     dword ptr [rbp - 4], 5678
        movabs  rdi, offset .L.str.2
        mov     al, 0
        call    printf
        mov     dword ptr [rbp - 8], 1234
        mov     esi, dword ptr [rbp - 8]
        movabs  rdi, offset .L.str.3
        mov     dword ptr [rbp - 12], eax # 4-byte Spill
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.4
        mov     al, 0
        call    printf
        add     rsp, 16
        pop     rbp
        ret
henry():                              # @henry()
        push    rbp
        mov     rbp, rsp
        sub     rsp, 16
        movabs  rdi, offset .L.str.5
        mov     al, 0
        call    printf
        mov     dword ptr [rbp - 8], 1234
        mov     esi, dword ptr [rbp - 8]
        movabs  rdi, offset .L.str.6
        mov     al, 0
        call    printf
        movabs  rdi, offset .L.str.4
        mov     dword ptr [rbp - 12], eax # 4-byte Spill
        mov     al, 0
        call    printf
        add     rsp, 16
        pop     rbp
        ret
main:                                   # @main
        push    rbp
        mov     rbp, rsp
        sub     rsp, 16
        mov     dword ptr [rbp - 4], 0
        call    fred()
        call    joe()
        call    henry()
        xor     eax, eax
        add     rsp, 16
        pop     rbp
        ret
.L.str:
        .asciz  ""In fred()\n""

.L.str.1:
        .asciz  ""At end\n""

.L.str.2:
        .asciz  ""In joe()\n""

.L.str.3:
        .asciz  ""c = %d\n""

.L.str.4:
        .asciz  ""done\n""

.L.str.5:
        .asciz  ""In henry()\n""

.L.str.6:
        .asciz  ""b = %d\n""

Standard error:
[1m<source>:14:8: [0m[0;1;35mwarning: [0m[1munused variable 'b' [-Wunused-variable][0m
   int b = 5678;
[0;1;32m       ^
[0m[1m<source>:32:8: [0m[0;1;35mwarning: [0m[1munused variable 'a' [-Wunused-variable][0m
   int a;
[0;1;32m       ^
[0m2 warnings generated.
",-Wall
source\00200.c,clang10,"# Compilation provided by Compiler Explorer at https://godbolt.org/
@debug = internal global i32 0, align 4, !dbg !0
@.str = private unnamed_addr constant [15 x i8] c""((short)((1)))\00"", align 1
@.str.1 = private unnamed_addr constant [24 x i8] c""((unsigned short)((1)))\00"", align 1
@.str.2 = private unnamed_addr constant [13 x i8] c""((int)((1)))\00"", align 1
@.str.3 = private unnamed_addr constant [22 x i8] c""((unsigned int)((1)))\00"", align 1
@.str.4 = private unnamed_addr constant [14 x i8] c""((long)((1)))\00"", align 1
@.str.5 = private unnamed_addr constant [23 x i8] c""((unsigned long)((1)))\00"", align 1
@.str.6 = private unnamed_addr constant [19 x i8] c""((long long)((1)))\00"", align 1
@.str.7 = private unnamed_addr constant [28 x i8] c""((unsigned long long)((1)))\00"", align 1
@.str.8 = private unnamed_addr constant [16 x i8] c""((short)((-1)))\00"", align 1
@.str.9 = private unnamed_addr constant [25 x i8] c""((unsigned short)((-1)))\00"", align 1
@.str.10 = private unnamed_addr constant [14 x i8] c""((int)((-1)))\00"", align 1
@.str.11 = private unnamed_addr constant [23 x i8] c""((unsigned int)((-1)))\00"", align 1
@.str.12 = private unnamed_addr constant [15 x i8] c""((long)((-1)))\00"", align 1
@.str.13 = private unnamed_addr constant [24 x i8] c""((unsigned long)((-1)))\00"", align 1
@.str.14 = private unnamed_addr constant [20 x i8] c""((long long)((-1)))\00"", align 1
@.str.15 = private unnamed_addr constant [29 x i8] c""((unsigned long long)((-1)))\00"", align 1
@.str.16 = private unnamed_addr constant [19 x i8] c""%d test(s) failed\0A\00"", align 1
@nfailed = internal global i32 0, align 4, !dbg !8
@.str.17 = private unnamed_addr constant [10 x i8] c""%s %d %d\0A\00"", align 1

define dso_local i32 @main(i32 %0, i8** %1) #0 !dbg !15 {
  %3 = alloca i32, align 4
  %4 = alloca i32, align 4
  %5 = alloca i8**, align 8
  store i32 0, i32* %3, align 4
  store i32 %0, i32* %4, align 4
  call void @llvm.dbg.declare(metadata i32* %4, metadata !21, metadata !DIExpression()), !dbg !22
  store i8** %1, i8*** %5, align 8
  call void @llvm.dbg.declare(metadata i8*** %5, metadata !23, metadata !DIExpression()), !dbg !24
  %6 = load i32, i32* %4, align 4, !dbg !25
  %7 = icmp sgt i32 %6, 1, !dbg !26
  %8 = zext i1 %7 to i32, !dbg !25
  store i32 %8, i32* @debug, align 4, !dbg !27
  br label %9, !dbg !28

9:
  br label %10, !dbg !29

10:
  br label %11, !dbg !31

11:
  br label %12, !dbg !33

12:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !35
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !35
  br label %13, !dbg !35

13:
  br label %14, !dbg !33

14:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !37
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !37
  br label %15, !dbg !37

15:
  br label %16, !dbg !33

16:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !39
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !39
  br label %17, !dbg !39

17:
  br label %18, !dbg !33

18:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !41
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([15 x i8], [15 x i8]* @.str, i64 0, i64 0), i32 -4, i32 -4), !dbg !41
  br label %19, !dbg !41

19:
  br label %20, !dbg !33

20:
  br label %21, !dbg !31

21:
  br label %22, !dbg !43

22:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !45
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !45
  br label %23, !dbg !45

23:
  br label %24, !dbg !43

24:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !47
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !47
  br label %25, !dbg !47

25:
  br label %26, !dbg !43

26:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !49
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !49
  br label %27, !dbg !49

27:
  br label %28, !dbg !43

28:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !51
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([24 x i8], [24 x i8]* @.str.1, i64 0, i64 0), i32 -4, i32 -4), !dbg !51
  br label %29, !dbg !51

29:
  br label %30, !dbg !43

30:
  br label %31, !dbg !31

31:
  br label %32, !dbg !29

32:
  br label %33, !dbg !53

33:
  br label %34, !dbg !55

34:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !57
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !57
  br label %35, !dbg !57

35:
  br label %36, !dbg !55

36:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !59
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !59
  br label %37, !dbg !59

37:
  br label %38, !dbg !55

38:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !61
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !61
  br label %39, !dbg !61

39:
  br label %40, !dbg !55

40:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !63
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([13 x i8], [13 x i8]* @.str.2, i64 0, i64 0), i32 -4, i32 -4), !dbg !63
  br label %41, !dbg !63

41:
  br label %42, !dbg !55

42:
  br label %43, !dbg !53

43:
  br label %44, !dbg !65

44:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !67
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !67
  br label %45, !dbg !67

45:
  br label %46, !dbg !65

46:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !69
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !69
  br label %47, !dbg !69

47:
  br label %48, !dbg !65

48:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !71
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !71
  br label %49, !dbg !71

49:
  br label %50, !dbg !65

50:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !73
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([22 x i8], [22 x i8]* @.str.3, i64 0, i64 0), i32 4, i32 4), !dbg !73
  br label %51, !dbg !73

51:
  br label %52, !dbg !65

52:
  br label %53, !dbg !53

53:
  br label %54, !dbg !29

54:
  br label %55, !dbg !75

55:
  br label %56, !dbg !77

56:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !79
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !79
  br label %57, !dbg !79

57:
  br label %58, !dbg !77

58:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !81
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !81
  br label %59, !dbg !81

59:
  br label %60, !dbg !77

60:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !83
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !83
  br label %61, !dbg !83

61:
  br label %62, !dbg !77

62:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !85
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([14 x i8], [14 x i8]* @.str.4, i64 0, i64 0), i32 -8, i32 -8), !dbg !85
  br label %63, !dbg !85

63:
  br label %64, !dbg !77

64:
  br label %65, !dbg !75

65:
  br label %66, !dbg !87

66:
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([23 x i8], [23 x i8]* @.str.5, i64 0, i64 0), i32 8, i32 8), !dbg !89
  call void @check(char const*, int, int)(i8* getelementptr inbounds ([23 x i8], [23 x i8]* @.str.5, i64 0, i64 0), i32 8, i32 8), !dbg !89
  br label %67, !dbg !89

67:
  br label %68, !dbg !87

